date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:30	518347/518347	---M-Z	200	added ('OK')	text/html	etag:%227e8cb-6437c1f7-2d13f01e0aa8a41f;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/index-5.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/index-5.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:30	186603/186603	---M--	200	added ('OK')	image/jpeg	etag:%222d8eb-6437c1f6-1140cfb629128e7f;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-2.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-2.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:31	89501/89501	---M-Z	200	added ('OK')	text/html	etag:%2215d9d-645b2f44-a70410d7857ed856;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-category.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-category.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:31	365841/365841	---M-Z	200	added ('OK')	text/html	etag:%2259511-645b2f44-1e7af7bbe853d3fa;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-list.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-list.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:32	353541/353541	---M-Z	200	added ('OK')	text/html	etag:%2256505-645b2f44-dc7c4243621aa4ea;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-masonary.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-masonary.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:32	364742/364742	---M-Z	200	added ('OK')	text/html	etag:%22590c6-645b2f44-fb2320f29e37b579;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-full-width.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-full-width.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:32	366101/366101	---M-Z	200	added ('OK')	text/html	etag:%2259615-645b2f44-b125dfe9446e5f24;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-1600.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-1600.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:33	365899/365899	---M-Z	200	added ('OK')	text/html	etag:%225954b-645b2f44-d8b25e67d2beb83b;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-right-sidebar.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-right-sidebar.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:33	180109/180109	---M--	200	added ('OK')	image/jpeg	etag:%222bf8d-6437c1f7-b782601338d580ab;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-4.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-4.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	338994/338994	---M-Z	200	added ('OK')	text/html	etag:%2252c32-645b2f44-28503cf405aa10dd;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-no-sidebar.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-no-sidebar.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	333179/333179	---M-Z	200	added ('OK')	text/html	etag:%225157b-645b2f44-bbab8c6ed053d2ea;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-filter-dropdown.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-filter-dropdown.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	330276/330276	---M-Z	200	added ('OK')	text/html	etag:%2250a24-645b2f44-e4a78254ee6790d;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-filter-offcanvas.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-filter-offcanvas.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	292496/292496	---M--	200	added ('OK')	image/jpeg	etag:%2247690-6437c1f6-2ac911a3360c3414;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-3.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/menu-home-3.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	578736/578736	---M-Z	200	added ('OK')	text/html	etag:%228d4b0-645b2f44-6028a51f5a5e62c5;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-load-more.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-load-more.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:34	366297/366297	---M-Z	200	added ('OK')	text/html	etag:%22596d9-645b2f44-80d3c54511ac2f11;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/shop-infinite-scroll.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/shop-infinite-scroll.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:35	35721/35721	---M--	200	added ('OK')	image/jpeg	etag:%228b89-6437c1f7-85db0c4aa74e3aa;;;%22	https://html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/product/menu-product-img-1.jpg	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/assets/img/menu/product/menu-product-img-1.jpg	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
13:49:35	173376/173376	---M-Z	200	added ('OK')	text/html	etag:%222a540-645b2f44-93453cb3e20d7a0b;gz%22	https://html.weblearnbd.net/shofy-prv/shofy/product-details-progress.html	C:/My%20Web%20Sites/shofy/html.weblearnbd.net/shofy-prv/shofy/product-details-progress.html	(from https://html.weblearnbd.net/shofy-prv/shofy/index.html)
